name	cityid	lat	lon	google
Kadogawa	1860875	32.466671	131.649994	https://www.google.co.jp/maps/@32.466671,131.649994,15z
Ochiai	1854788	35.799999	138.833328	https://www.google.co.jp/maps/@35.799999,138.833328,15z
Tamba	1850718	35.633331	135.066666	https://www.google.co.jp/maps/@35.633331,135.066666,15z
Uki	1849344	32.799999	130.083328	https://www.google.co.jp/maps/@32.799999,130.083328,15z
Funaishikawa	2112913	36.466671	140.566666	https://www.google.co.jp/maps/@36.466671,140.566666,15z
Tamarai	1850736	32.950001	131.383331	https://www.google.co.jp/maps/@32.950001,131.383331,15z
Takedamachi	1850878	32.966671	131.399994	https://www.google.co.jp/maps/@32.966671,131.399994,15z
Yaotsu	1848518	35.466671	137.149994	https://www.google.co.jp/maps/@35.466671,137.149994,15z
Uto	1849069	32.683331	130.666672	https://www.google.co.jp/maps/@32.683331,130.666672,15z
Tanagura	2110837	37.033329	140.383331	https://www.google.co.jp/maps/@37.033329,140.383331,15z
Onna	1854037	26.492781	127.85083	https://www.google.co.jp/maps/@26.492781,127.85083,15z
Aya	1864874	31.98333	131.266663	https://www.google.co.jp/maps/@31.98333,131.266663,15z
Minato	1857105	35.21806	139.887497	https://www.google.co.jp/maps/@35.21806,139.887497,15z
Sakaguchi	1853202	35.950001	139.033325	https://www.google.co.jp/maps/@35.950001,139.033325,15z
Rusutsu	2128372	42.734169	140.872787	https://www.google.co.jp/maps/@42.734169,140.872787,15z
Nahari	1856033	33.416672	134.016663	https://www.google.co.jp/maps/@33.416672,134.016663,15z
Ōdera	1854742	37.549999	139.983337	https://www.google.co.jp/maps/@37.549999,139.983337,15z
Miyada	1856826	35.76667	137.949997	https://www.google.co.jp/maps/@35.76667,137.949997,15z
Sakurachō	1853071	36.150002	139.466675	https://www.google.co.jp/maps/@36.150002,139.466675,15z
Makinohara	1857736	34.816669	138.116669	https://www.google.co.jp/maps/@34.816669,138.116669,15z
Ajigasawa	2130708	40.774441	140.203064	https://www.google.co.jp/maps/@40.774441,140.203064,15z
Teshikaga	2127822	43.483608	144.456116	https://www.google.co.jp/maps/@43.483608,144.456116,15z
Taragi	1850617	32.26667	130.933334	https://www.google.co.jp/maps/@32.26667,130.933334,15z
Tonami	1850040	37.001282	137.727203	https://www.google.co.jp/maps/@37.001282,137.727203,15z
Ōdaira	2111543	37.849998	140.283325	https://www.google.co.jp/maps/@37.849998,140.283325,15z
Aoki	1865256	36.366669	138.133331	https://www.google.co.jp/maps/@36.366669,138.133331,15z
Kawamoto	1859687	34.98333	132.5	https://www.google.co.jp/maps/@34.98333,132.5,15z
Tsunagi	1849633	32.23333	130.449997	https://www.google.co.jp/maps/@32.23333,130.449997,15z
Naie	2129073	43.418331	141.887787	https://www.google.co.jp/maps/@43.418331,141.887787,15z
Ina	1861642	35.716671	139.25	https://www.google.co.jp/maps/@35.716671,139.25,15z
Iwanai	2129868	42.974442	140.508896	https://www.google.co.jp/maps/@42.974442,140.508896,15z
Ozu	1853433	32.866669	130.866669	https://www.google.co.jp/maps/@32.866669,130.866669,15z
Shichinohe	2128194	40.691109	141.154724	https://www.google.co.jp/maps/@40.691109,141.154724,15z
Omi	1854156	36.566669	137.383331	https://www.google.co.jp/maps/@36.566669,137.383331,15z
Tachiarai	1851319	33.400002	130.616669	https://www.google.co.jp/maps/@33.400002,130.616669,15z
Ino	1861584	33.549999	133.433334	https://www.google.co.jp/maps/@33.549999,133.433334,15z
Yuzawa	1848015	36.933331	138.816666	https://www.google.co.jp/maps/@36.933331,138.816666,15z
Obuse	1854798	36.700001	138.316666	https://www.google.co.jp/maps/@36.700001,138.316666,15z
Yamata	1848612	36.150002	139.816666	https://www.google.co.jp/maps/@36.150002,139.816666,15z
Ikeda	1861793	36.416672	137.883331	https://www.google.co.jp/maps/@36.416672,137.883331,15z
Asahi	1865086	35.90469	136.662796	https://www.google.co.jp/maps/@35.90469,136.662796,15z
Minowa	1857036	36.383331	138.949997	https://www.google.co.jp/maps/@36.383331,138.949997,15z
Tsuiki	1849729	33.67239	131.037415	https://www.google.co.jp/maps/@33.67239,131.037415,15z
Memuro	2129262	42.90667	143.050568	https://www.google.co.jp/maps/@42.90667,143.050568,15z
Ueno	1849410	37.183331	138.75	https://www.google.co.jp/maps/@37.183331,138.75,15z
Kuji	2129427	40.187778	141.76889	https://www.google.co.jp/maps/@40.187778,141.76889,15z
Hara	1863161	35.966671	138.550003	https://www.google.co.jp/maps/@35.966671,138.550003,15z
Nakagawa	2129063	44.78611	142.057785	https://www.google.co.jp/maps/@44.78611,142.057785,15z
Biratori	2130518	42.583328	142.133331	https://www.google.co.jp/maps/@42.583328,142.133331,15z
Hiranai	2129464	40.92028	140.955566	https://www.google.co.jp/maps/@40.92028,140.955566,15z
Kiragawa	1859420	33.333328	134.100006	https://www.google.co.jp/maps/@33.333328,134.100006,15z
Ōishida	2111471	38.586941	140.371384	https://www.google.co.jp/maps/@38.586941,140.371384,15z
Izena	1861124	26.916269	127.933563	https://www.google.co.jp/maps/@26.916269,127.933563,15z
Higashi-Shinaga	1862739	35.599998	139.733337	https://www.google.co.jp/maps/@35.599998,139.733337,15z
Teshio	2127820	44.883888	141.743057	https://www.google.co.jp/maps/@44.883888,141.743057,15z
Ōji	1854461	34.98333	135.616669	https://www.google.co.jp/maps/@34.98333,135.616669,15z
Shibecha	2128207	43.292782	144.600555	https://www.google.co.jp/maps/@43.292782,144.600555,15z
Kami-kawakami	2129757	43.150002	143.716675	https://www.google.co.jp/maps/@43.150002,143.716675,15z
Minami-kasagi	1857173	34.75	135.933334	https://www.google.co.jp/maps/@34.75,135.933334,15z
Tako	2110850	35.73333	140.466675	https://www.google.co.jp/maps/@35.73333,140.466675,15z
Suttsu	2127949	42.788059	140.225555	https://www.google.co.jp/maps/@42.788059,140.225555,15z
Minano	1857117	36.066669	139.100006	https://www.google.co.jp/maps/@36.066669,139.100006,15z
Tsunō	1849621	32.25	131.566666	https://www.google.co.jp/maps/@32.25,131.566666,15z
Oguni	1854611	38.066669	139.75	https://www.google.co.jp/maps/@38.066669,139.75,15z
Hinokage	1862588	32.650002	131.399994	https://www.google.co.jp/maps/@32.650002,131.399994,15z
Fukaura	2038800	40.633331	139.916672	https://www.google.co.jp/maps/@40.633331,139.916672,15z
Iwaizumi	2112543	39.849998	141.800003	https://www.google.co.jp/maps/@39.849998,141.800003,15z
Higashi	1862855	26.576389	127.22139	https://www.google.co.jp/maps/@26.576389,127.22139,15z
Sambongi	2128327	40.599998	141.216675	https://www.google.co.jp/maps/@40.599998,141.216675,15z
Tozawa	1849798	38.633331	139.683334	https://www.google.co.jp/maps/@38.633331,139.683334,15z
Someda	1851597	32.283329	130.983337	https://www.google.co.jp/maps/@32.283329,130.983337,15z
Takko	2127883	40.336109	141.151672	https://www.google.co.jp/maps/@40.336109,141.151672,15z
Hanawa	2112818	36.950001	140.416672	https://www.google.co.jp/maps/@36.950001,140.416672,15z
Nakayama	2111713	38.121391	140.218323	https://www.google.co.jp/maps/@38.121391,140.218323,15z
Hitoegane	1862363	36.23333	137.533325	https://www.google.co.jp/maps/@36.23333,137.533325,15z
Maeda	1857838	33.966671	130.966675	https://www.google.co.jp/maps/@33.966671,130.966675,15z
Hatabu	1863051	33.98333	130.933334	https://www.google.co.jp/maps/@33.98333,130.933334,15z
Ronji	1853394	31.783331	130.716675	https://www.google.co.jp/maps/@31.783331,130.716675,15z
Chabana	1864655	27.049999	128.416672	https://www.google.co.jp/maps/@27.049999,128.416672,15z
shimochi	7533595	24.827169	125.149467	https://www.google.co.jp/maps/@24.827169,125.149467,15z
Nakanoku	1855847	25.94562	131.310883	https://www.google.co.jp/maps/@25.94562,131.310883,15z
Nishi	1855357	26.58333	127.23333	https://www.google.co.jp/maps/@26.58333,127.23333,15z
Nanabari	1852579	24.783461	125.308693	https://www.google.co.jp/maps/@24.783461,125.308693,15z
Shinhigashi	1852038	25.85195	131.259277	https://www.google.co.jp/maps/@25.85195,131.259277,15z
Ōhama	1854588	24.344481	124.19706	https://www.google.co.jp/maps/@24.344481,124.19706,15z
Nosato	1854964	26.35	127.76667	https://www.google.co.jp/maps/@26.35,127.76667,15z
Kaganji	1860847	26.200001	127.650002	https://www.google.co.jp/maps/@26.200001,127.650002,15z
Hakonegasaki	1863356	35.76944	139.351105	https://www.google.co.jp/maps/@35.76944,139.351105,15z
Tsubota	1849771	34.049999	139.533325	https://www.google.co.jp/maps/@34.049999,139.533325,15z
Okata	1854431	34.783329	139.383331	https://www.google.co.jp/maps/@34.783329,139.383331,15z
Okazato	1854372	33.099998	139.783325	https://www.google.co.jp/maps/@33.099998,139.783325,15z
Yamato-minami	1848598	35.46722	139.456116	https://www.google.co.jp/maps/@35.46722,139.456116,15z
Hamanaka	1863282	38.816669	139.783325	https://www.google.co.jp/maps/@38.816669,139.783325,15z
Kitagama	2112234	38.13472	140.935287	https://www.google.co.jp/maps/@38.13472,140.935287,15z
Kita-Akita	6822204	40.199558	140.393875	https://www.google.co.jp/maps/@40.199558,140.393875,15z
Matsugasakihama	1857533	37.957779	139.133331	https://www.google.co.jp/maps/@37.957779,139.133331,15z
Higashi-miyanome	2112761	39.416672	141.133331	https://www.google.co.jp/maps/@39.416672,141.133331,15z
Kitanuma	2129530	40.566669	141.483337	https://www.google.co.jp/maps/@40.566669,141.483337,15z
Odaka	2111541	37.200001	140.416672	https://www.google.co.jp/maps/@37.200001,140.416672,15z
Yoshii	1848193	38.049999	138.399994	https://www.google.co.jp/maps/@38.049999,138.399994,15z
Jimmachi	2112498	38.400002	140.383331	https://www.google.co.jp/maps/@38.400002,140.383331,15z
Kareizawa	2129653	40.716671	140.649994	https://www.google.co.jp/maps/@40.716671,140.649994,15z
Takatsu	1850916	34.683331	131.783325	https://www.google.co.jp/maps/@34.683331,131.783325,15z
Miyaji	1856801	34.200001	133.983337	https://www.google.co.jp/maps/@34.200001,133.983337,15z
Kagasuno	1860841	34.116669	134.583328	https://www.google.co.jp/maps/@34.116669,134.583328,15z
Karochō	1860031	35.533329	134.183334	https://www.google.co.jp/maps/@35.533329,134.183334,15z
Kushiro	1858025	34.799999	135.416672	https://www.google.co.jp/maps/@34.799999,135.416672,15z
Maehama	1857829	33.533329	133.666672	https://www.google.co.jp/maps/@33.533329,133.666672,15z
Ko-shinozu	1858707	35.5	133.25	https://www.google.co.jp/maps/@35.5,133.25,15z
Shinji	1852097	35.400002	132.899994	https://www.google.co.jp/maps/@35.400002,132.899994,15z
Kado	1860876	34.783329	133.850006	https://www.google.co.jp/maps/@34.783329,133.850006,15z
Yokodaidō	1848364	34.400002	132.899994	https://www.google.co.jp/maps/@34.400002,132.899994,15z
Yoromi	1848230	37.316669	136.966675	https://www.google.co.jp/maps/@37.316669,136.966675,15z
Hagiwara	1863410	36.666672	137.199997	https://www.google.co.jp/maps/@36.666672,137.199997,15z
Imazu	1861661	36.166672	133.316666	https://www.google.co.jp/maps/@36.166672,133.316666,15z
Kita-toyama	1859262	35.26667	136.916672	https://www.google.co.jp/maps/@35.26667,136.916672,15z
Ataka-shimmachi	1864948	36.402981	136.407196	https://www.google.co.jp/maps/@36.402981,136.407196,15z
Edome-naka	1864240	36.138432	136.212357	https://www.google.co.jp/maps/@36.138432,136.212357,15z
Wano	1848906	28.41667	129.699997	https://www.google.co.jp/maps/@28.41667,129.699997,15z
Babagasu	6941611	32.852211	130.847504	https://www.google.co.jp/maps/@32.852211,130.847504,15z
Furuichi	1863836	33.48333	131.716675	https://www.google.co.jp/maps/@33.48333,131.716675,15z
Jūrokuban	1860941	30.6	130.983337	https://www.google.co.jp/maps/@30.6,130.983337,15z
Itazuke	1861296	33.566669	130.449997	https://www.google.co.jp/maps/@33.566669,130.449997,15z
Hama	1854585	32.650002	128.816666	https://www.google.co.jp/maps/@32.650002,128.816666,15z
Hontomari	2130019	45.25	141.183334	https://www.google.co.jp/maps/@45.25,141.183334,15z
Buhama	2045397	42.073059	139.424438	https://www.google.co.jp/maps/@42.073059,139.424438,15z
Nishi-kagura	2128925	43.683331	142.399994	https://www.google.co.jp/maps/@43.683331,142.399994,15z
Naka-mobetsu	2129052	44.283329	143.366669	https://www.google.co.jp/maps/@44.283329,143.366669,15z
Ōfunakoshi	1854712	34.273331	129.354721	https://www.google.co.jp/maps/@34.273331,129.354721,15z
Indōji	1861598	33.73333	129.75	https://www.google.co.jp/maps/@33.73333,129.75,15z
Koetoi	2129501	45.40139	141.752777	https://www.google.co.jp/maps/@45.40139,141.752777,15z
Funadomari	2130316	45.436939	141.039719	https://www.google.co.jp/maps/@45.436939,141.039719,15z
Retsureppu	2128412	43.116669	141.366669	https://www.google.co.jp/maps/@43.116669,141.366669,15z
Kaiyō	2129791	43.583328	144.916672	https://www.google.co.jp/maps/@43.583328,144.916672,15z
Hongō	2130024	43.89814	144.138733	https://www.google.co.jp/maps/@43.89814,144.138733,15z
Naitōbokujō	2129072	43.049999	144.216675	https://www.google.co.jp/maps/@43.049999,144.216675,15z
Zenikame	2127386	41.76667	140.833328	https://www.google.co.jp/maps/@41.76667,140.833328,15z
Misawa	2129210	42.75	141.716675	https://www.google.co.jp/maps/@42.75,141.716675,15z
Shimo-ihira	2128141	42.716671	143.266663	https://www.google.co.jp/maps/@42.716671,143.266663,15z
Kanayama	1860250	33.683331	135.350006	https://www.google.co.jp/maps/@33.683331,135.350006,15z
Minami	2111937	24.783331	141.316666	https://www.google.co.jp/maps/@24.783331,141.316666,15z
Nakamura	1855882	36.150002	137.916672	https://www.google.co.jp/maps/@36.150002,137.916672,15z
Yashio-shi	1848499	35.822552	139.83905	https://www.google.co.jp/maps/@35.822552,139.83905,15z
Uenohara	1849407	35.616669	139.116669	https://www.google.co.jp/maps/@35.616669,139.116669,15z
Nishi-Tokyo-shi	1850692	35.725262	139.5383	https://www.google.co.jp/maps/@35.725262,139.5383,15z
Shinagawa-ku	1852140	35.60902	139.730164	https://www.google.co.jp/maps/@35.60902,139.730164,15z
Sendai	1852736	31.816669	130.300003	https://www.google.co.jp/maps/@31.816669,130.300003,15z
Okazaki	1854376	34.950001	137.166672	https://www.google.co.jp/maps/@34.950001,137.166672,15z
Nishinomiya	1855207	34.716671	135.333328	https://www.google.co.jp/maps/@34.716671,135.333328,15z
Nara-shi	1855612	34.685051	135.804855	https://www.google.co.jp/maps/@34.685051,135.804855,15z
Naha-shi	1856035	26.2125	127.681107	https://www.google.co.jp/maps/@26.2125,127.681107,15z
Mitaka-shi	1856942	35.68351	139.559631	https://www.google.co.jp/maps/@35.68351,139.559631,15z
Minami-rinkan	1857144	35.48333	139.449997	https://www.google.co.jp/maps/@35.48333,139.449997,15z
Kishiwada	1859383	34.466671	135.366669	https://www.google.co.jp/maps/@34.466671,135.366669,15z
Kaizuka	1860765	34.450001	135.350006	https://www.google.co.jp/maps/@34.450001,135.350006,15z
Kagoshima-shi	1860827	31.560181	130.558136	https://www.google.co.jp/maps/@31.560181,130.558136,15z
Iwatsuki	1861164	35.94278	139.69194	https://www.google.co.jp/maps/@35.94278,139.69194,15z
Itsukaichi	1861261	35.725281	139.217773	https://www.google.co.jp/maps/@35.725281,139.217773,15z
Itami	1861310	34.784271	135.40126	https://www.google.co.jp/maps/@34.784271,135.40126,15z
Ashiya	1864985	34.728069	135.302643	https://www.google.co.jp/maps/@34.728069,135.302643,15z
Sayama	1907146	35.852951	139.412125	https://www.google.co.jp/maps/@35.852951,139.412125,15z
Fussa	1907148	35.736671	139.323608	https://www.google.co.jp/maps/@35.736671,139.323608,15z
Miura	1907309	35.139999	139.619171	https://www.google.co.jp/maps/@35.139999,139.619171,15z
Matsuyama-shi	1926099	33.839161	132.765747	https://www.google.co.jp/maps/@33.839161,132.765747,15z
Oarai	2111567	36.316669	140.600006	https://www.google.co.jp/maps/@36.316669,140.600006,15z
Mito-shi	2111901	36.341389	140.446671	https://www.google.co.jp/maps/@36.341389,140.446671,15z
Katsuta	2112312	36.383331	140.533325	https://www.google.co.jp/maps/@36.383331,140.533325,15z
Hitachi	2112708	36.599998	140.649994	https://www.google.co.jp/maps/@36.599998,140.649994,15z
Shizunai	2128025	42.333889	142.366943	https://www.google.co.jp/maps/@42.333889,142.366943,15z
Shibetsu	2128206	43.658989	145.131973	https://www.google.co.jp/maps/@43.658989,145.131973,15z
Namioka	2129005	40.707218	140.589447	https://www.google.co.jp/maps/@40.707218,140.589447,15z
Kizukuri	2129513	40.80611	140.386108	https://www.google.co.jp/maps/@40.80611,140.386108,15z
Kitahiroshima	2130054	42.97583	141.567215	https://www.google.co.jp/maps/@42.97583,141.567215,15z
Hachinohe	2130203	40.5	141.5	https://www.google.co.jp/maps/@40.5,141.5,15z
Nanto-shi	6694821	36.569221	136.911621	https://www.google.co.jp/maps/@36.569221,136.911621,15z
Kawage	6696932	34.80447	136.546448	https://www.google.co.jp/maps/@34.80447,136.546448,15z
Neyagawa	6697563	34.766151	135.627594	https://www.google.co.jp/maps/@34.766151,135.627594,15z
Hitachi-Naka	6822096	36.396591	140.53479	https://www.google.co.jp/maps/@36.396591,140.53479,15z
Akiruno-shi	6822131	35.728779	139.294144	https://www.google.co.jp/maps/@35.728779,139.294144,15z
Onojo	6822146	33.535671	130.478607	https://www.google.co.jp/maps/@33.535671,130.478607,15z
Kamagaya-shi	6822181	35.776741	140.000748	https://www.google.co.jp/maps/@35.776741,140.000748,15z
Gujo	6822219	35.736912	136.958527	https://www.google.co.jp/maps/@35.736912,136.958527,15z
Saitama	6940394	35.90807	139.65657	https://www.google.co.jp/maps/@35.90807,139.65657,15z
Higashimurayama-shi	7279570	35.754589	139.468521	https://www.google.co.jp/maps/@35.754589,139.468521,15z
Buzen	8198709	33.61153	131.13002	https://www.google.co.jp/maps/@33.61153,131.13002,15z
Yoshino-cho	1848169	34.396111	135.857681	https://www.google.co.jp/maps/@34.396111,135.857681,15z
Yonakuni	1848266	24.466669	123	https://www.google.co.jp/maps/@24.466669,123,15z
Shiida	1852534	33.653412	131.057968	https://www.google.co.jp/maps/@33.653412,131.057968,15z
Miyajima	1856798	34.30183	132.326126	https://www.google.co.jp/maps/@34.30183,132.326126,15z
Heda	1862944	34.966671	138.766663	https://www.google.co.jp/maps/@34.966671,138.766663,15z
Kakudate	2112454	39.583328	140.566666	https://www.google.co.jp/maps/@39.583328,140.566666,15z
Kamikawa	2129761	43.84	142.771103	https://www.google.co.jp/maps/@43.84,142.771103,15z
Koya	6417596	34.21294	135.622437	https://www.google.co.jp/maps/@34.21294,135.622437,15z
Kihoku-cho	6691616	33.25592	132.683426	https://www.google.co.jp/maps/@33.25592,132.683426,15z
Asahi	6697514	35.972591	136.124557	https://www.google.co.jp/maps/@35.972591,136.124557,15z
Aisai	6822212	35.163502	136.732224	https://www.google.co.jp/maps/@35.163502,136.732224,15z
Niseko Town	6941783	42.778709	140.669037	https://www.google.co.jp/maps/@42.778709,140.669037,15z
Rishiri Town	7303387	45.159279	141.196289	https://www.google.co.jp/maps/@45.159279,141.196289,15z
Yoshitomi	8198710	33.60247	131.175995	https://www.google.co.jp/maps/@33.60247,131.175995,15z
Nagahamamachi	1856239	33.23333	131.616669	https://www.google.co.jp/maps/@33.23333,131.616669,15z
Nakajima	1855933	36.716671	137.216675	https://www.google.co.jp/maps/@36.716671,137.216675,15z
Takamatsu	1851099	36.76667	136.716675	https://www.google.co.jp/maps/@36.76667,136.716675,15z
Kita-sannomaru	2112209	36.366669	140.483337	https://www.google.co.jp/maps/@36.366669,140.483337,15z
Mizoguchi	1856685	35.349998	133.433334	https://www.google.co.jp/maps/@35.349998,133.433334,15z
Wakinohamachō	1848919	34.700001	135.216675	https://www.google.co.jp/maps/@34.700001,135.216675,15z
Mameda-shimmachi	1857706	36.566669	136.633331	https://www.google.co.jp/maps/@36.566669,136.633331,15z
Tsukasamachi	1849708	35.416672	136.766663	https://www.google.co.jp/maps/@35.416672,136.766663,15z
Yakuin-Horibata	1848739	33.583328	130.399994	https://www.google.co.jp/maps/@33.583328,130.399994,15z
Osaka	1853908	35.950001	137.266663	https://www.google.co.jp/maps/@35.950001,137.266663,15z
Seta	1852679	34.966671	135.916672	https://www.google.co.jp/maps/@34.966671,135.916672,15z
Zeze-Awazumachi	1847979	34.98333	135.899994	https://www.google.co.jp/maps/@34.98333,135.899994,15z
Maebara	2112034	35.099998	140.100006	https://www.google.co.jp/maps/@35.099998,140.100006,15z
Chuo	6419719	35.60778	140.126663	https://www.google.co.jp/maps/@35.60778,140.126663,15z
Sakurabashidōri	1853072	36.700001	137.216675	https://www.google.co.jp/maps/@36.700001,137.216675,15z
Motodate	2114128	38.35944	140.290283	https://www.google.co.jp/maps/@38.35944,140.290283,15z
Yakataishi	1898186	33.521671	129.925003	https://www.google.co.jp/maps/@33.521671,129.925003,15z
Nakanosawa	2129048	42.966671	141.550003	https://www.google.co.jp/maps/@42.966671,141.550003,15z
Yanada	1848575	36.299999	139.483337	https://www.google.co.jp/maps/@36.299999,139.483337,15z
Yokohama	2127436	41.083328	141.25	https://www.google.co.jp/maps/@41.083328,141.25,15z
