name	cityid	lat	lon	google
Ishikawa-ken	1861387	36.77145	136.770493	https://www.google.co.jp/maps/@36.77145,136.770493,15z
Matoba	1857578	34.25	133.949997	https://www.google.co.jp/maps/@34.25,133.949997,15z
Japan	1861060	35.68536	139.753098	https://www.google.co.jp/maps/@35.68536,139.753098,15z
Hokkaidō	2130037	43.06451	141.346603	https://www.google.co.jp/maps/@43.06451,141.346603,15z
Hashimoto	2130135	40.816669	140.75	https://www.google.co.jp/maps/@40.816669,140.75,15z
Tsukuba-kenkyūgakuen-toshi	2110681	36.083328	140.116669	https://www.google.co.jp/maps/@36.083328,140.116669,15z
Higashi-asahimachi	1862845	35.466671	133.066666	https://www.google.co.jp/maps/@35.466671,133.066666,15z
Hanabatachō	1863250	32.799999	130.699997	https://www.google.co.jp/maps/@32.799999,130.699997,15z
Senzaki	1852699	34.383331	131.199997	https://www.google.co.jp/maps/@34.383331,131.199997,15z
Sakaki	1853163	36.466671	138.183334	https://www.google.co.jp/maps/@36.466671,138.183334,15z
Daisen	1864427	35.383331	133.533325	https://www.google.co.jp/maps/@35.383331,133.533325,15z
Ikaruga	1861816	34.833328	134.583328	https://www.google.co.jp/maps/@34.833328,134.583328,15z
Matsuzaki	1857451	34.75	138.783325	https://www.google.co.jp/maps/@34.75,138.783325,15z
Noboribetsu	2128894	42.451389	141.173065	https://www.google.co.jp/maps/@42.451389,141.173065,15z
Tōkyō-to	1850144	35.689499	139.691711	https://www.google.co.jp/maps/@35.689499,139.691711,15z
Kimiidera	1859472	34.183331	135.199997	https://www.google.co.jp/maps/@34.183331,135.199997,15z
Youkaichi	1848382	35.116261	136.197678	https://www.google.co.jp/maps/@35.116261,136.197678,15z
Ushibuka	1849154	32.190559	130.022781	https://www.google.co.jp/maps/@32.190559,130.022781,15z
Suzaka	1851357	36.650002	138.316666	https://www.google.co.jp/maps/@36.650002,138.316666,15z
Susaki	1851390	33.366669	133.283325	https://www.google.co.jp/maps/@33.366669,133.283325,15z
Sueyoshi	1851542	31.65	131.016663	https://www.google.co.jp/maps/@31.65,131.016663,15z
Shinichi	1852102	34.549999	133.266663	https://www.google.co.jp/maps/@34.549999,133.266663,15z
Ono	1854028	34.283329	132.266663	https://www.google.co.jp/maps/@34.283329,132.266663,15z
Hofu	1862302	34.049999	131.566666	https://www.google.co.jp/maps/@34.049999,131.566666,15z
Haebaru	1863426	26.336941	127.871941	https://www.google.co.jp/maps/@26.336941,127.871941,15z
Onagawa Cho	2111401	38.438332	141.449997	https://www.google.co.jp/maps/@38.438332,141.449997,15z
Hinode	2130075	43.066669	141.916672	https://www.google.co.jp/maps/@43.066669,141.916672,15z
Hyōgo-ken	1862047	35.040321	134.825974	https://www.google.co.jp/maps/@35.040321,134.825974,15z
Myōrakuji	1856300	34.966671	134.916672	https://www.google.co.jp/maps/@34.966671,134.916672,15z
Ehime-ken	1864226	33.625801	132.854721	https://www.google.co.jp/maps/@33.625801,132.854721,15z
Yokogawara	1926016	33.803761	132.886414	https://www.google.co.jp/maps/@33.803761,132.886414,15z
Yamagata-ken	2110554	38.450298	140.099701	https://www.google.co.jp/maps/@38.450298,140.099701,15z
Mazawa	2114102	38.433891	140.124176	https://www.google.co.jp/maps/@38.433891,140.124176,15z
Yamaguchi-ken	1848681	34.206081	131.570465	https://www.google.co.jp/maps/@34.206081,131.570465,15z
Daidō	1864470	34.049999	131.483337	https://www.google.co.jp/maps/@34.049999,131.483337,15z
Yamanashi-ken	1848649	35.61602	138.608002	https://www.google.co.jp/maps/@35.61602,138.608002,15z
Isawa	1861454	35.650002	138.633331	https://www.google.co.jp/maps/@35.650002,138.633331,15z
Aichi-ken	1865694	35.180168	136.906555	https://www.google.co.jp/maps/@35.180168,136.906555,15z
Arimatsu	1865110	35.066669	136.966675	https://www.google.co.jp/maps/@35.066669,136.966675,15z
Wada	2110608	39.650002	140.216675	https://www.google.co.jp/maps/@39.650002,140.216675,15z
Ibaraki-ken	2112669	36.310349	140.316147	https://www.google.co.jp/maps/@36.310349,140.316147,15z
Mukai-awagasaki	1856472	36.633331	136.633331	https://www.google.co.jp/maps/@36.633331,136.633331,15z
Kobaruyama	1859181	32.01667	131.283325	https://www.google.co.jp/maps/@32.01667,131.283325,15z
Sembonyama	1852748	32.700001	129.850006	https://www.google.co.jp/maps/@32.700001,129.850006,15z
Morizane	1856566	33.400002	131.033325	https://www.google.co.jp/maps/@33.400002,131.033325,15z
Shiobaru	1852025	33.566669	130.433334	https://www.google.co.jp/maps/@33.566669,130.433334,15z
Ono	1854029	33.98333	134.366669	https://www.google.co.jp/maps/@33.98333,134.366669,15z
Nagao	1856207	34.26667	134.166672	https://www.google.co.jp/maps/@34.26667,134.166672,15z
Ageki	1865721	35.150002	136.516663	https://www.google.co.jp/maps/@35.150002,136.516663,15z
Hayashi	1862978	35.216671	139.633331	https://www.google.co.jp/maps/@35.216671,139.633331,15z
Kamonomiya	1860310	35.283329	139.183334	https://www.google.co.jp/maps/@35.283329,139.183334,15z
Koyasu	1907255	35.41806	139.255554	https://www.google.co.jp/maps/@35.41806,139.255554,15z
Miyanomae	1907235	35.422779	139.392776	https://www.google.co.jp/maps/@35.422779,139.392776,15z
Kubota	6419788	35.453331	140.008331	https://www.google.co.jp/maps/@35.453331,140.008331,15z
Shimo-kodanaka	1852278	35.566669	139.633331	https://www.google.co.jp/maps/@35.566669,139.633331,15z
Denenchōfu	1864381	35.583328	139.666672	https://www.google.co.jp/maps/@35.583328,139.666672,15z
Nishi-hanawa	1855301	35.583328	138.533325	https://www.google.co.jp/maps/@35.583328,138.533325,15z
Fujino	1907157	35.606392	139.143066	https://www.google.co.jp/maps/@35.606392,139.143066,15z
Asagaya	1865090	35.700001	139.649994	https://www.google.co.jp/maps/@35.700001,139.649994,15z
Egotamachi	1864231	35.73333	139.666672	https://www.google.co.jp/maps/@35.73333,139.666672,15z
Awatabe	1864878	35.915611	136.239395	https://www.google.co.jp/maps/@35.915611,136.239395,15z
Ono	1854022	35.98106	136.487274	https://www.google.co.jp/maps/@35.98106,136.487274,15z
Tateno	2110809	36.033329	140.116669	https://www.google.co.jp/maps/@36.033329,140.116669,15z
Yugawa	1848119	36.033329	138.233337	https://www.google.co.jp/maps/@36.033329,138.233337,15z
Shiogasaki	2111043	36.333328	140.550003	https://www.google.co.jp/maps/@36.333328,140.550003,15z
Aone	2114152	38.141941	140.533615	https://www.google.co.jp/maps/@38.141941,140.533615,15z
Ishiwaki	2112569	39.383331	140.050003	https://www.google.co.jp/maps/@39.383331,140.050003,15z
Hachinohe	2130204	40.505001	141.491943	https://www.google.co.jp/maps/@40.505001,141.491943,15z
Ryugasaki	2111258	35.900002	140.183334	https://www.google.co.jp/maps/@35.900002,140.183334,15z
Utsunomiya-shi	1849053	36.56583	139.883606	https://www.google.co.jp/maps/@36.56583,139.883606,15z
Ohama	1854579	34.5	136.833328	https://www.google.co.jp/maps/@34.5,136.833328,15z
Okinawa	1894616	26.335831	127.801392	https://www.google.co.jp/maps/@26.335831,127.801392,15z
Higashi-horidōri	1862818	37.916672	139.050003	https://www.google.co.jp/maps/@37.916672,139.050003,15z
Sakura	2111220	35.716671	140.233337	https://www.google.co.jp/maps/@35.716671,140.233337,15z
Miyazaki-shi	1856717	31.91111	131.423889	https://www.google.co.jp/maps/@31.91111,131.423889,15z
Kaigandōri	1860797	34.666672	133.916672	https://www.google.co.jp/maps/@34.666672,133.916672,15z
Shijōdōri	1852524	35.00378	135.763031	https://www.google.co.jp/maps/@35.00378,135.763031,15z
Fukushima-shi	2112923	37.75	140.467773	https://www.google.co.jp/maps/@37.75,140.467773,15z
Miyoshi	1856697	35.083328	137.066666	https://www.google.co.jp/maps/@35.083328,137.066666,15z
Motoichiba	1856524	35.150002	138.649994	https://www.google.co.jp/maps/@35.150002,138.649994,15z
Toyama-shi	1849876	36.695278	137.211395	https://www.google.co.jp/maps/@36.695278,137.211395,15z
Ogori	1854629	34.099998	131.399994	https://www.google.co.jp/maps/@34.099998,131.399994,15z
Mitsugarasuchō	1856900	34.666672	135.833328	https://www.google.co.jp/maps/@34.666672,135.833328,15z
Hiroshima-shi	1862415	34.396271	132.459366	https://www.google.co.jp/maps/@34.396271,132.459366,15z
Kami-nagarekawachō	1860483	34.400002	132.449997	https://www.google.co.jp/maps/@34.400002,132.449997,15z
Harisakichō	1863130	34.916672	137.149994	https://www.google.co.jp/maps/@34.916672,137.149994,15z
Nakamura	1855891	32.98333	132.933334	https://www.google.co.jp/maps/@32.98333,132.933334,15z
Gifu-shi	1863641	35.422909	136.760391	https://www.google.co.jp/maps/@35.422909,136.760391,15z
Honjōchō	1862197	35.416672	136.75	https://www.google.co.jp/maps/@35.416672,136.75,15z
Otsu-shi	1853574	35.00444	135.868332	https://www.google.co.jp/maps/@35.00444,135.868332,15z
Sapporo-shi	2128295	43.064171	141.346939	https://www.google.co.jp/maps/@43.064171,141.346939,15z
Aomori-shi	2130658	40.82444	140.740005	https://www.google.co.jp/maps/@40.82444,140.740005,15z
Matsue-shi	1857550	35.472221	133.050568	https://www.google.co.jp/maps/@35.472221,133.050568,15z
Miyake	1856789	34.583328	135.550003	https://www.google.co.jp/maps/@34.583328,135.550003,15z
Nagasaki-shi	1856177	32.74472	129.873611	https://www.google.co.jp/maps/@32.74472,129.873611,15z
Hiradogoyamachi	1862554	32.75	129.866669	https://www.google.co.jp/maps/@32.75,129.866669,15z
Takamatsu-shi	1851100	34.340279	134.043335	https://www.google.co.jp/maps/@34.340279,134.043335,15z
Obihiro	2128815	42.917221	143.204437	https://www.google.co.jp/maps/@42.917221,143.204437,15z
Nakano	1855863	36.75	138.366669	https://www.google.co.jp/maps/@36.75,138.366669,15z
Hanawadamachi	1863219	36.549999	139.883331	https://www.google.co.jp/maps/@36.549999,139.883331,15z
Nishikichō	1855265	35.650002	138.566666	https://www.google.co.jp/maps/@35.650002,138.566666,15z
Shibata	1852607	37.950001	139.333328	https://www.google.co.jp/maps/@37.950001,139.333328,15z
Sambashidōri	1853045	33.549999	133.550003	https://www.google.co.jp/maps/@33.549999,133.550003,15z
Masuda	1857594	34.666672	131.850006	https://www.google.co.jp/maps/@34.666672,131.850006,15z
Nakaichi	1855944	34.166672	131.483337	https://www.google.co.jp/maps/@34.166672,131.483337,15z
Arita	1865103	33.183331	129.899994	https://www.google.co.jp/maps/@33.183331,129.899994,15z
Furukawabashi	1863822	34.73333	135.600006	https://www.google.co.jp/maps/@34.73333,135.600006,15z
Tōbō	1850314	33.48333	129.933334	https://www.google.co.jp/maps/@33.48333,129.933334,15z
Minami-senjumachi	1857140	35.73333	139.816666	https://www.google.co.jp/maps/@35.73333,139.816666,15z
Sakaidechō	1853188	34.316669	133.850006	https://www.google.co.jp/maps/@34.316669,133.850006,15z
Ganiko	1863683	26.25601	127.75351	https://www.google.co.jp/maps/@26.25601,127.75351,15z
Tsuyama	1849519	35.049999	134	https://www.google.co.jp/maps/@35.049999,134,15z
Tokuyama	1850152	34.049999	131.816666	https://www.google.co.jp/maps/@34.049999,131.816666,15z
Uwajima	1926020	33.223751	132.560013	https://www.google.co.jp/maps/@33.223751,132.560013,15z
Kure	1858296	34.23333	132.566666	https://www.google.co.jp/maps/@34.23333,132.566666,15z
Nagahama	1856243	35.383331	136.266663	https://www.google.co.jp/maps/@35.383331,136.266663,15z
Komatsu	1926108	33.883331	133.116669	https://www.google.co.jp/maps/@33.883331,133.116669,15z
Nishikawa	2114009	38.926109	140.176392	https://www.google.co.jp/maps/@38.926109,140.176392,15z
Otaru	2128574	43.189442	141.002213	https://www.google.co.jp/maps/@43.189442,141.002213,15z
Toyooka	1849831	35.533329	134.833328	https://www.google.co.jp/maps/@35.533329,134.833328,15z
Kikuchi	1859492	32.98333	130.816666	https://www.google.co.jp/maps/@32.98333,130.816666,15z
Hikari	1896348	33.955002	131.949997	https://www.google.co.jp/maps/@33.955002,131.949997,15z
Kashiwazaki	1859908	37.366669	138.550003	https://www.google.co.jp/maps/@37.366669,138.550003,15z
Mombetsu	2129163	44.352501	143.352493	https://www.google.co.jp/maps/@44.352501,143.352493,15z
Tateyama	1850523	34.98333	139.866669	https://www.google.co.jp/maps/@34.98333,139.866669,15z
Yamae	1848706	33.466671	130.566666	https://www.google.co.jp/maps/@33.466671,130.566666,15z
Toriimatsu	1849977	35.23333	136.966675	https://www.google.co.jp/maps/@35.23333,136.966675,15z
Shibayama	2111127	35.683331	140.433334	https://www.google.co.jp/maps/@35.683331,140.433334,15z
Sekigahara	1852788	35.366669	136.466675	https://www.google.co.jp/maps/@35.366669,136.466675,15z
Kuradani	1858333	35.450001	135.333328	https://www.google.co.jp/maps/@35.450001,135.333328,15z
Kyōguchi	1857922	35.450001	135.333328	https://www.google.co.jp/maps/@35.450001,135.333328,15z
Enzan	1864180	35.700001	138.733337	https://www.google.co.jp/maps/@35.700001,138.733337,15z
Tsukaguchi	1849713	34.75	135.416672	https://www.google.co.jp/maps/@34.75,135.416672,15z
Togane	2110774	35.549999	140.366669	https://www.google.co.jp/maps/@35.549999,140.366669,15z
Hanyu	1863173	36.166672	139.533325	https://www.google.co.jp/maps/@36.166672,139.533325,15z
Tanabe	1850708	33.73333	135.366669	https://www.google.co.jp/maps/@33.73333,135.366669,15z
Hamanose	1863276	33.883331	135.149994	https://www.google.co.jp/maps/@33.883331,135.149994,15z
Ojiya	1854444	37.299999	138.800003	https://www.google.co.jp/maps/@37.299999,138.800003,15z
Iwakura	1861207	35.283329	136.866669	https://www.google.co.jp/maps/@35.283329,136.866669,15z
Minatomachi	1857089	33.033329	130.449997	https://www.google.co.jp/maps/@33.033329,130.449997,15z
Mifune	1857343	32.716671	130.800003	https://www.google.co.jp/maps/@32.716671,130.800003,15z
Otake	1853662	34.200001	132.216675	https://www.google.co.jp/maps/@34.200001,132.216675,15z
Kawai	1859716	34.23333	135.850006	https://www.google.co.jp/maps/@34.23333,135.850006,15z
Samani	2128333	42.121941	142.919174	https://www.google.co.jp/maps/@42.121941,142.919174,15z
Koshimizu	2129447	43.853329	144.459717	https://www.google.co.jp/maps/@43.853329,144.459717,15z
Kanegasaki	2112370	39.200001	141.116669	https://www.google.co.jp/maps/@39.200001,141.116669,15z
Nakagawa	1855987	35.066669	137.033325	https://www.google.co.jp/maps/@35.066669,137.033325,15z
Yokote	2110506	39.299999	140.566666	https://www.google.co.jp/maps/@39.299999,140.566666,15z
Nayoro	2128983	44.350559	142.457779	https://www.google.co.jp/maps/@44.350559,142.457779,15z
Murakami	1856434	38.23333	139.483337	https://www.google.co.jp/maps/@38.23333,139.483337,15z
Zaōmachi	1847996	37.450001	138.850006	https://www.google.co.jp/maps/@37.450001,138.850006,15z
Kameoka	1860635	35	135.583328	https://www.google.co.jp/maps/@35,135.583328,15z
Tamagawa	1850762	38.033329	139.666672	https://www.google.co.jp/maps/@38.033329,139.666672,15z
Kudoyama	1858492	34.283329	135.566666	https://www.google.co.jp/maps/@34.283329,135.566666,15z
芦屋	7302983	34.733921	135.30719	https://www.google.co.jp/maps/@34.733921,135.30719,15z
Iwami	1861202	34.783329	134.533325	https://www.google.co.jp/maps/@34.783329,134.533325,15z
Sabae	1853338	35.946468	136.184982	https://www.google.co.jp/maps/@35.946468,136.184982,15z
Takamori	1851079	32.816669	131.116669	https://www.google.co.jp/maps/@32.816669,131.116669,15z
Iijima	1861853	35.299999	137.883331	https://www.google.co.jp/maps/@35.299999,137.883331,15z
Hayakawa	1862998	35.450001	138.350006	https://www.google.co.jp/maps/@35.450001,138.350006,15z
Narusawa	1855585	35.75	138.733337	https://www.google.co.jp/maps/@35.75,138.733337,15z
Ogano	1854691	36.01667	139	https://www.google.co.jp/maps/@36.01667,139,15z
Kakuda	2112455	37.966671	140.783325	https://www.google.co.jp/maps/@37.966671,140.783325,15z
Uozu	1849237	36.799999	137.399994	https://www.google.co.jp/maps/@36.799999,137.399994,15z
Iiyama	1861838	36.849998	138.366669	https://www.google.co.jp/maps/@36.849998,138.366669,15z
Fukuyama	1863917	34.48333	133.366669	https://www.google.co.jp/maps/@34.48333,133.366669,15z
Takayama	1850892	36.133331	137.25	https://www.google.co.jp/maps/@36.133331,137.25,15z
Toyokawa	1849845	34.816669	137.399994	https://www.google.co.jp/maps/@34.816669,137.399994,15z
Saiki	1853237	32.950001	131.899994	https://www.google.co.jp/maps/@32.950001,131.899994,15z
Kahoku	2113698	38.51667	141.321671	https://www.google.co.jp/maps/@38.51667,141.321671,15z
Akashichō	1865485	35.666672	139.783325	https://www.google.co.jp/maps/@35.666672,139.783325,15z
Yūrakuchō	1848040	35.666672	139.766663	https://www.google.co.jp/maps/@35.666672,139.766663,15z
Kawasaki	6415253	35.65694	136.064438	https://www.google.co.jp/maps/@35.65694,136.064438,15z
Kurosawajiri	2112062	39.283329	141.116669	https://www.google.co.jp/maps/@39.283329,141.116669,15z
Nanukaichi	1855623	34.599998	133.466675	https://www.google.co.jp/maps/@34.599998,133.466675,15z
Akabira	2130705	43.551392	142.053055	https://www.google.co.jp/maps/@43.551392,142.053055,15z
Renjakuchō	1853412	36.383331	139.066666	https://www.google.co.jp/maps/@36.383331,139.066666,15z
Kariwa	1860039	37.429749	138.61879	https://www.google.co.jp/maps/@37.429749,138.61879,15z
Habu	1863475	33.816669	130.699997	https://www.google.co.jp/maps/@33.816669,130.699997,15z
Shobara	1851713	34.849998	133.016663	https://www.google.co.jp/maps/@34.849998,133.016663,15z
Mitake	1856938	35.416672	137.133331	https://www.google.co.jp/maps/@35.416672,137.133331,15z
Kusatsu	1858067	35.01667	135.966675	https://www.google.co.jp/maps/@35.01667,135.966675,15z
Fukuchiyama	1864009	35.299999	135.116669	https://www.google.co.jp/maps/@35.299999,135.116669,15z
Tarumizu	1850589	31.48333	130.699997	https://www.google.co.jp/maps/@31.48333,130.699997,15z
Oku-ikutahara	2128710	43.849998	143.516663	https://www.google.co.jp/maps/@43.849998,143.516663,15z
Akaigawa	2130700	43.083328	140.817215	https://www.google.co.jp/maps/@43.083328,140.817215,15z
Tokamachi	1850217	37.133331	138.766663	https://www.google.co.jp/maps/@37.133331,138.766663,15z
Nirasaki	1855363	35.700001	138.449997	https://www.google.co.jp/maps/@35.700001,138.449997,15z
Urakawa	2127586	42.15556	142.783615	https://www.google.co.jp/maps/@42.15556,142.783615,15z
Pippu	2128498	43.869438	142.473892	https://www.google.co.jp/maps/@43.869438,142.473892,15z
Shari	2128215	43.90556	144.659439	https://www.google.co.jp/maps/@43.90556,144.659439,15z
Sanjo	1852984	37.616669	138.949997	https://www.google.co.jp/maps/@37.616669,138.949997,15z
Obita	1854807	32.816669	129.883331	https://www.google.co.jp/maps/@32.816669,129.883331,15z
Toyokoro	2127652	42.816669	143.533325	https://www.google.co.jp/maps/@42.816669,143.533325,15z
Kuromatsunai	2129387	42.66806	140.306107	https://www.google.co.jp/maps/@42.66806,140.306107,15z
Uken	1849347	28.299999	129.233337	https://www.google.co.jp/maps/@28.299999,129.233337,15z
Engaru	2130387	44.054169	143.522217	https://www.google.co.jp/maps/@44.054169,143.522217,15z
Yakage	1848764	34.616669	133.583328	https://www.google.co.jp/maps/@34.616669,133.583328,15z
Furugen	1863837	26.368589	127.751106	https://www.google.co.jp/maps/@26.368589,127.751106,15z
Mugi	1856488	33.666672	134.416672	https://www.google.co.jp/maps/@33.666672,134.416672,15z
Embetsu	2130389	44.707218	141.788895	https://www.google.co.jp/maps/@44.707218,141.788895,15z
Shimokawa	2128139	44.28944	142.636383	https://www.google.co.jp/maps/@44.28944,142.636383,15z
Utazu	1849073	34.299999	133.816666	https://www.google.co.jp/maps/@34.299999,133.816666,15z
Funato	1863866	34.25	135.316666	https://www.google.co.jp/maps/@34.25,135.316666,15z
Anamizu	1865312	37.23333	136.899994	https://www.google.co.jp/maps/@37.23333,136.899994,15z
Yanohama	1848528	34.066669	136.199997	https://www.google.co.jp/maps/@34.066669,136.199997,15z
Awara	1864894	36.223091	136.192368	https://www.google.co.jp/maps/@36.223091,136.192368,15z
Ono	1854026	34.849998	134.933334	https://www.google.co.jp/maps/@34.849998,134.933334,15z
Obanazawa	2111559	38.603329	140.401947	https://www.google.co.jp/maps/@38.603329,140.401947,15z
Otawara	2111325	36.866669	140.033325	https://www.google.co.jp/maps/@36.866669,140.033325,15z
Yamaga	1848705	33.01667	130.683334	https://www.google.co.jp/maps/@33.01667,130.683334,15z
Iyo	1926006	33.751389	132.701385	https://www.google.co.jp/maps/@33.751389,132.701385,15z
Ozu	1926055	33.5	132.550003	https://www.google.co.jp/maps/@33.5,132.550003,15z
Higashikawa	2130106	44.23333	141.783325	https://www.google.co.jp/maps/@44.23333,141.783325,15z
Higashi-ōsaka	1862752	34.666672	135.583328	https://www.google.co.jp/maps/@34.666672,135.583328,15z
Utashinai	2127545	43.51667	142.050003	https://www.google.co.jp/maps/@43.51667,142.050003,15z
Shimizu	2128159	43.006111	142.88472	https://www.google.co.jp/maps/@43.006111,142.88472,15z
Tomamae	2127731	44.305279	141.654434	https://www.google.co.jp/maps/@44.305279,141.654434,15z
Wake	1848935	34.799999	134.133331	https://www.google.co.jp/maps/@34.799999,134.133331,15z
Urazoe	1894619	26.25444	127.70639	https://www.google.co.jp/maps/@26.25444,127.70639,15z
Kamoenai	2129696	43.138329	140.434433	https://www.google.co.jp/maps/@43.138329,140.434433,15z
Itano	1861305	34.01667	133.783325	https://www.google.co.jp/maps/@34.01667,133.783325,15z
Yoshii	1848194	36.25	138.983337	https://www.google.co.jp/maps/@36.25,138.983337,15z
Yashiro	1848498	34.916672	134.966675	https://www.google.co.jp/maps/@34.916672,134.966675,15z
Yaita	1848776	36.799999	139.933334	https://www.google.co.jp/maps/@36.799999,139.933334,15z
Waki	1848933	34.066669	134.149994	https://www.google.co.jp/maps/@34.066669,134.149994,15z
Ujiie	1849367	36.683331	139.966675	https://www.google.co.jp/maps/@36.683331,139.966675,15z
Ueki	1849424	32.900002	130.683334	https://www.google.co.jp/maps/@32.900002,130.683334,15z
Tsurusaki	1849561	33.240002	131.684433	https://www.google.co.jp/maps/@33.240002,131.684433,15z
Toyota	1849814	35.083328	137.149994	https://www.google.co.jp/maps/@35.083328,137.149994,15z
Toyoshina	1849817	36.299911	137.901077	https://www.google.co.jp/maps/@36.299911,137.901077,15z
Toyohama	1849850	34.700001	136.933334	https://www.google.co.jp/maps/@34.700001,136.933334,15z
Togitsu	1850269	32.833328	129.850006	https://www.google.co.jp/maps/@32.833328,129.850006,15z
Tenno	1850405	39.900002	139.966675	https://www.google.co.jp/maps/@39.900002,139.966675,15z
Tanushimaru	1850627	33.349998	130.683334	https://www.google.co.jp/maps/@33.349998,130.683334,15z
Tanuma	1850630	36.366669	139.583328	https://www.google.co.jp/maps/@36.366669,139.583328,15z
Tamano	1850742	34.48333	133.949997	https://www.google.co.jp/maps/@34.48333,133.949997,15z
Takeo	1850834	33.200001	130.016663	https://www.google.co.jp/maps/@33.200001,130.016663,15z
Takefu	1850872	35.903931	136.16687	https://www.google.co.jp/maps/@35.903931,136.16687,15z
Takarazuka	1851012	34.799358	135.356964	https://www.google.co.jp/maps/@34.799358,135.356964,15z
Bungo-Takada-shi	1851170	33.556702	131.445053	https://www.google.co.jp/maps/@33.556702,131.445053,15z
Sobue	1851622	35.25	136.716675	https://www.google.co.jp/maps/@35.25,136.716675,15z
Shobu	1851711	36.066669	139.600006	https://www.google.co.jp/maps/@36.066669,139.600006,15z
Shirahama	1851935	34.783329	134.716675	https://www.google.co.jp/maps/@34.783329,134.716675,15z
Shiozawa	1851952	37.033329	138.850006	https://www.google.co.jp/maps/@37.033329,138.850006,15z
Shingu	1852109	33.716671	130.433334	https://www.google.co.jp/maps/@33.716671,130.433334,15z
Shimonoseki	1852225	33.950001	130.949997	https://www.google.co.jp/maps/@33.950001,130.949997,15z
Shido	1852561	34.32333	134.173325	https://www.google.co.jp/maps/@34.32333,134.173325,15z
Setaka	1852673	33.150002	130.466675	https://www.google.co.jp/maps/@33.150002,130.466675,15z
Sakai	1853193	36.099998	139.800003	https://www.google.co.jp/maps/@36.099998,139.800003,15z
Saga-shi	1853303	33.249321	130.298798	https://www.google.co.jp/maps/@33.249321,130.298798,15z
Oyama	1853486	34.599998	138.216675	https://www.google.co.jp/maps/@34.599998,138.216675,15z
Owase	1853514	34.066669	136.199997	https://www.google.co.jp/maps/@34.066669,136.199997,15z
Omama	1854177	36.433331	139.283325	https://www.google.co.jp/maps/@36.433331,139.283325,15z
Okuchi	1854246	32.066669	130.616669	https://www.google.co.jp/maps/@32.066669,130.616669,15z
Nogata	1855066	33.73333	130.733337	https://www.google.co.jp/maps/@33.73333,130.733337,15z
Niihama	1855425	33.959332	133.316727	https://www.google.co.jp/maps/@33.959332,133.316727,15z
Nichinan	1855476	31.6	131.366669	https://www.google.co.jp/maps/@31.6,131.366669,15z
Nakatsu	1855757	33.59811	131.188293	https://www.google.co.jp/maps/@33.59811,131.188293,15z
Nakama	1855907	33.816669	130.699997	https://www.google.co.jp/maps/@33.816669,130.699997,15z
Muko	1856456	34.96545	135.704147	https://www.google.co.jp/maps/@34.96545,135.704147,15z
Muikamachi	1856476	37.066669	138.883331	https://www.google.co.jp/maps/@37.066669,138.883331,15z
Miyoshi	1856698	34.799999	132.850006	https://www.google.co.jp/maps/@34.799999,132.850006,15z
Miyada	1856828	33.716671	130.666672	https://www.google.co.jp/maps/@33.716671,130.666672,15z
Menuma	1857403	36.216671	139.383331	https://www.google.co.jp/maps/@36.216671,139.383331,15z
Matsuto	1857470	36.51667	136.566666	https://www.google.co.jp/maps/@36.51667,136.566666,15z
Maruoka	1857651	36.1534	136.270294	https://www.google.co.jp/maps/@36.1534,136.270294,15z
Maruko	1857659	36.316669	138.266663	https://www.google.co.jp/maps/@36.316669,138.266663,15z
Maizuru	1857766	35.450001	135.333328	https://www.google.co.jp/maps/@35.450001,135.333328,15z
Maebaru	1857844	33.549999	130.199997	https://www.google.co.jp/maps/@33.549999,130.199997,15z
Kuroda	1858249	35.349998	136.783325	https://www.google.co.jp/maps/@35.349998,136.783325,15z
Kurihashi	1858283	36.133331	139.699997	https://www.google.co.jp/maps/@36.133331,139.699997,15z
Kozakai-cho	1858591	34.799999	137.358887	https://www.google.co.jp/maps/@34.799999,137.358887,15z
Konan	1858836	35.33165	136.870422	https://www.google.co.jp/maps/@35.33165,136.870422,15z
Komoro	1858858	36.316669	138.433334	https://www.google.co.jp/maps/@36.316669,138.433334,15z
Kodama	1859113	36.183331	139.133331	https://www.google.co.jp/maps/@36.183331,139.133331,15z
Kitahama	1859335	35.166672	135.916672	https://www.google.co.jp/maps/@35.166672,135.916672,15z
Kisai	1859400	36.099998	139.583328	https://www.google.co.jp/maps/@36.099998,139.583328,15z
Kazo	1859586	36.116669	139.600006	https://www.google.co.jp/maps/@36.116669,139.600006,15z
Kawasaki	1859647	33.583328	130.833328	https://www.google.co.jp/maps/@33.583328,130.833328,15z
Kasugai	1859891	35.24762	136.97229	https://www.google.co.jp/maps/@35.24762,136.97229,15z
Kashihara-shi	1859951	34.508961	135.792892	https://www.google.co.jp/maps/@34.508961,135.792892,15z
Kasaoka	1859990	34.5	133.5	https://www.google.co.jp/maps/@34.5,133.5,15z
Kanie	1860191	35.133331	136.800003	https://www.google.co.jp/maps/@35.133331,136.800003,15z
Kaneko	1860211	36.400002	139	https://www.google.co.jp/maps/@36.400002,139,15z
Kanaya	1860256	34.816669	138.133331	https://www.google.co.jp/maps/@34.816669,138.133331,15z
Kamojima	1860321	34.066669	134.350006	https://www.google.co.jp/maps/@34.066669,134.350006,15z
Kamogata	1860335	34.533329	133.583328	https://www.google.co.jp/maps/@34.533329,133.583328,15z
Kameda	1860648	37.866669	139.116669	https://www.google.co.jp/maps/@37.866669,139.116669,15z
